disease,drug,se
HIV/AIDS,Stavudine,Mouth ulceration
HIV/AIDS,Stavudine,Myalgia
HIV/AIDS,Stavudine,Nausea
HIV/AIDS,Stavudine,Nervous system disorder
HIV/AIDS,Stavudine,Neuritis
HIV/AIDS,Stavudine,Neurological symptom
HIV/AIDS,Stavudine,Neuropathy
HIV/AIDS,Stavudine,Neuropathy peripheral
HIV/AIDS,Stavudine,Neutropenia
HIV/AIDS,Stavudine,Numbness
HIV/AIDS,Stavudine,Opportunistic infection
HIV/AIDS,Stavudine,Osteonecrosis
HIV/AIDS,Stavudine,Pain
HIV/AIDS,Stavudine,Pancreatitis
HIV/AIDS,Stavudine,Paraesthesia
HIV/AIDS,Stavudine,Peripheral sensory neuropathy
HIV/AIDS,Stavudine,Pharyngitis
HIV/AIDS,Stavudine,Polyneuropathy
HIV/AIDS,Stavudine,Pruritus
HIV/AIDS,Stavudine,Rash
HIV/AIDS,Stavudine,Respiratory failure
HIV/AIDS,Stavudine,Rhinitis
HIV/AIDS,Stavudine,Sinusitis
HIV/AIDS,Stavudine,Somnolence
HIV/AIDS,Stavudine,Stillbirth
HIV/AIDS,Stavudine,Sweating
HIV/AIDS,Stavudine,Symptomatic hyperlactatemia
HIV/AIDS,Stavudine,Thinking abnormal
HIV/AIDS,Stavudine,Thrombocytopenia
HIV/AIDS,Stavudine,Tingling sensation
HIV/AIDS,Stavudine,Unspecified disorder of skin and subcutaneous tissue
HIV/AIDS,Stavudine,Urinary tract infection
HIV/AIDS,Stavudine,Urticaria
HIV/AIDS,Stavudine,Vomiting
HIV/AIDS,Stavudine,Weight decreased
HIV/AIDS,Lamivudine,Abdominal cramps
HIV/AIDS,Lamivudine,Abdominal discomfort
HIV/AIDS,Lamivudine,Abdominal distension
HIV/AIDS,Lamivudine,Abdominal pain
HIV/AIDS,Lamivudine,Abdominal pain upper
HIV/AIDS,Lamivudine,Acidosis
HIV/AIDS,Lamivudine,Acne
HIV/AIDS,Lamivudine,Affective disorder
HIV/AIDS,Lamivudine,Agranulocytosis
HIV/AIDS,Lamivudine,Alanine aminotransferase increased
HIV/AIDS,Lamivudine,Alopecia
HIV/AIDS,Lamivudine,Amblyopia
HIV/AIDS,Lamivudine,Amylase increased
HIV/AIDS,Lamivudine,Anaemia
HIV/AIDS,Lamivudine,Anaphylactic shock
HIV/AIDS,Lamivudine,Angioedema
HIV/AIDS,Lamivudine,Anorexia
HIV/AIDS,Lamivudine,Anxiety
HIV/AIDS,Lamivudine,Aplasia pure red cell
HIV/AIDS,Lamivudine,Aplastic anaemia
HIV/AIDS,Lamivudine,Arthralgia
HIV/AIDS,Lamivudine,Aspartate aminotransferase increased
HIV/AIDS,Lamivudine,Asthenia
HIV/AIDS,Lamivudine,Auricular swelling
HIV/AIDS,Lamivudine,Autoimmune disorder
HIV/AIDS,Lamivudine,Back pain
HIV/AIDS,Lamivudine,Basedow's disease
HIV/AIDS,Lamivudine,Blood and lymphatic system disorders
HIV/AIDS,Lamivudine,Blood disorder
HIV/AIDS,Lamivudine,Body odor
HIV/AIDS,Lamivudine,Body temperature increased
HIV/AIDS,Lamivudine,Bone disorder
HIV/AIDS,Lamivudine,Bone marrow depression
HIV/AIDS,Lamivudine,Breath sounds abnormal
HIV/AIDS,Lamivudine,Bronchitis
HIV/AIDS,Lamivudine,Buffalo hump
HIV/AIDS,Lamivudine,Cardiomyopathy
HIV/AIDS,Lamivudine,Chest pain
HIV/AIDS,Lamivudine,Chills
HIV/AIDS,Lamivudine,Chronic hepatitis
HIV/AIDS,Lamivudine,Confusional state
HIV/AIDS,Lamivudine,Connective tissue disorder
HIV/AIDS,Lamivudine,Constipation
HIV/AIDS,Lamivudine,Convulsion
HIV/AIDS,Lamivudine,Cough
HIV/AIDS,Lamivudine,Cramp muscle
HIV/AIDS,Lamivudine,Creatine phosphokinase increased
HIV/AIDS,Lamivudine,Decreased appetite
HIV/AIDS,Lamivudine,Dehydration
HIV/AIDS,Lamivudine,Depressive disorder
HIV/AIDS,Lamivudine,Diarrhoea
HIV/AIDS,Lamivudine,Discomfort
HIV/AIDS,Lamivudine,Dizziness
HIV/AIDS,Lamivudine,Drug interaction
HIV/AIDS,Lamivudine,Dry mouth
HIV/AIDS,Lamivudine,Dysgeusia
HIV/AIDS,Lamivudine,Dyspepsia
HIV/AIDS,Lamivudine,Dyspeptic signs and symptoms
HIV/AIDS,Lamivudine,Dysphagia
HIV/AIDS,Lamivudine,Dyspnoea
HIV/AIDS,Lamivudine,Dysuria
HIV/AIDS,Lamivudine,Epistaxis
HIV/AIDS,Lamivudine,Eructation
HIV/AIDS,Lamivudine,Erythema
HIV/AIDS,Lamivudine,Erythema multiforme
HIV/AIDS,Lamivudine,Fat redistribution
HIV/AIDS,Lamivudine,Fatigue
HIV/AIDS,Lamivudine,Flatulence
HIV/AIDS,Lamivudine,Folliculitis
HIV/AIDS,Lamivudine,Fungal skin infection
HIV/AIDS,Lamivudine,Gas
HIV/AIDS,Lamivudine,Gastroenteritis
HIV/AIDS,Lamivudine,Gastrointestinal discomfort
HIV/AIDS,Lamivudine,Gastrointestinal disorder
HIV/AIDS,Lamivudine,Gastrointestinal infection
HIV/AIDS,Lamivudine,Gastrointestinal pain
HIV/AIDS,Lamivudine,Gingival bleeding
HIV/AIDS,Lamivudine,Gynaecomastia
HIV/AIDS,Lamivudine,Headache
HIV/AIDS,Lamivudine,Hearing impaired
HIV/AIDS,Lamivudine,Hepatic steatosis
HIV/AIDS,Lamivudine,Hepatitis
HIV/AIDS,Lamivudine,Hepatitis B
HIV/AIDS,Lamivudine,Hepatitis C
HIV/AIDS,Lamivudine,Hepatobiliary disease
HIV/AIDS,Lamivudine,Hepatomegaly
HIV/AIDS,Lamivudine,Hoarseness
HIV/AIDS,Lamivudine,Hyperamylasaemia
HIV/AIDS,Lamivudine,Hypercholesterolaemia
HIV/AIDS,Lamivudine,Hyperglycaemia
HIV/AIDS,Lamivudine,Hyperlactacidaemia
HIV/AIDS,Lamivudine,Hyperpathia
HIV/AIDS,Lamivudine,Hypersensitivity
HIV/AIDS,Lamivudine,Hypertriglyceridaemia
HIV/AIDS,Lamivudine,Hypertrophy of breast
HIV/AIDS,Lamivudine,Hypoaesthesia
HIV/AIDS,Lamivudine,Hypoglycaemia
HIV/AIDS,Lamivudine,Hypotension
HIV/AIDS,Lamivudine,Hypoxemia
HIV/AIDS,Lamivudine,Immune system disorder
HIV/AIDS,Lamivudine,Infection
HIV/AIDS,Lamivudine,Inflammation
HIV/AIDS,Lamivudine,Influenza
HIV/AIDS,Lamivudine,Injury
HIV/AIDS,Lamivudine,Insomnia
HIV/AIDS,Lamivudine,Insulin resistance
HIV/AIDS,Lamivudine,Jaundice
HIV/AIDS,Lamivudine,Lactic acidosis
HIV/AIDS,Lamivudine,Leukopenia
HIV/AIDS,Lamivudine,Lipodystrophy
HIV/AIDS,Lamivudine,Liver function test abnormal
HIV/AIDS,Lamivudine,Lymphadenopathy
HIV/AIDS,Lamivudine,Malaise
HIV/AIDS,Lamivudine,Malnutrition
HIV/AIDS,Lamivudine,Mediastinal disorder
HIV/AIDS,Lamivudine,Migraine
HIV/AIDS,Lamivudine,Mood swings
HIV/AIDS,Lamivudine,Mouth ulceration
HIV/AIDS,Lamivudine,Mucosal pigmentation
HIV/AIDS,Lamivudine,Muscle atrophy
HIV/AIDS,Lamivudine,Muscle spasms
HIV/AIDS,Lamivudine,Muscle twitching
HIV/AIDS,Lamivudine,Muscular weakness
HIV/AIDS,Lamivudine,Musculoskeletal pain
HIV/AIDS,Lamivudine,Myalgia
HIV/AIDS,Lamivudine,Myopathy
HIV/AIDS,Lamivudine,Nail pigmentation
HIV/AIDS,Lamivudine,Nausea
HIV/AIDS,Lamivudine,Nervous system disorder
HIV/AIDS,Lamivudine,Nervousness
HIV/AIDS,Lamivudine,Neuropathy
HIV/AIDS,Lamivudine,Neuropathy peripheral
HIV/AIDS,Lamivudine,Neutropenia
HIV/AIDS,Lamivudine,Oedema
HIV/AIDS,Lamivudine,Oedema auricular
HIV/AIDS,Lamivudine,Opportunistic infection
HIV/AIDS,Lamivudine,Other sleep disturbances
HIV/AIDS,Lamivudine,Pain
HIV/AIDS,Lamivudine,Pancreatic enzymes abnormal
HIV/AIDS,Lamivudine,Pancreatitis
HIV/AIDS,Lamivudine,Pancytopenia
HIV/AIDS,Lamivudine,Paraesthesia
HIV/AIDS,Lamivudine,Pharyngitis
HIV/AIDS,Lamivudine,Phlebitis
HIV/AIDS,Lamivudine,Photophobia
HIV/AIDS,Lamivudine,Pollakiuria
HIV/AIDS,Lamivudine,Polyuria
HIV/AIDS,Lamivudine,Pregnancy
HIV/AIDS,Lamivudine,Pruritus
HIV/AIDS,Lamivudine,Raised liver function tests
HIV/AIDS,Lamivudine,Rash
HIV/AIDS,Lamivudine,Rectal haemorrhage
HIV/AIDS,Lamivudine,Renal impairment
HIV/AIDS,Lamivudine,Respiration abnormal
HIV/AIDS,Lamivudine,Respiratory tract infection
HIV/AIDS,Lamivudine,Rhabdomyolysis
HIV/AIDS,Lamivudine,Rhinitis
HIV/AIDS,Lamivudine,Rhinorrhoea
HIV/AIDS,Lamivudine,Sensitisation
HIV/AIDS,Lamivudine,Sepsis
HIV/AIDS,Lamivudine,Sickness
HIV/AIDS,Lamivudine,Sinusitis
HIV/AIDS,Lamivudine,Skin infection
HIV/AIDS,Lamivudine,Sleep disorder
HIV/AIDS,Lamivudine,Somnolence
HIV/AIDS,Lamivudine,Splenomegaly
HIV/AIDS,Lamivudine,Stevens-Johnson syndrome
HIV/AIDS,Lamivudine,Stomatitis
HIV/AIDS,Lamivudine,Suicide
HIV/AIDS,Lamivudine,Suicide attempt
HIV/AIDS,Lamivudine,Sweating
HIV/AIDS,Lamivudine,Sweating increased
HIV/AIDS,Lamivudine,Syncope
HIV/AIDS,Lamivudine,Taste disorders
HIV/AIDS,Lamivudine,Thirst
HIV/AIDS,Lamivudine,Throat sore
HIV/AIDS,Lamivudine,Thrombocytopenia
HIV/AIDS,Lamivudine,Tremor
HIV/AIDS,Lamivudine,Unspecified disorder of skin and subcutaneous tissue
HIV/AIDS,Lamivudine,Urinary hesitation
HIV/AIDS,Lamivudine,Urticaria
HIV/AIDS,Lamivudine,Vasculitis
HIV/AIDS,Lamivudine,Vasodilation
HIV/AIDS,Lamivudine,Vertigo
HIV/AIDS,Lamivudine,Viral infection
HIV/AIDS,Lamivudine,Viral skin infection
HIV/AIDS,Lamivudine,Vomiting
HIV/AIDS,Lamivudine,Wheezing
HIV/AIDS,Efavirenz,Abdominal pain
HIV/AIDS,Efavirenz,Abnormal dreams
HIV/AIDS,Efavirenz,Abnormal vision
HIV/AIDS,Efavirenz,Affect lability
HIV/AIDS,Efavirenz,Aggression
HIV/AIDS,Efavirenz,Agitation
HIV/AIDS,Efavirenz,Alcohol intolerance
HIV/AIDS,Efavirenz,Alopecia
HIV/AIDS,Efavirenz,Amnesia
HIV/AIDS,Efavirenz,Amylase increased
HIV/AIDS,Efavirenz,Anaemia
HIV/AIDS,Efavirenz,Anencephaly
HIV/AIDS,Efavirenz,Angioedema
HIV/AIDS,Efavirenz,Angiopathy
HIV/AIDS,Efavirenz,Anophthalmos
HIV/AIDS,Efavirenz,Anorexia
HIV/AIDS,Efavirenz,Anxiety
HIV/AIDS,Efavirenz,Apathy
HIV/AIDS,Efavirenz,Apnoea
HIV/AIDS,Efavirenz,Arrhythmia
HIV/AIDS,Efavirenz,Arthralgia
HIV/AIDS,Efavirenz,Asthenia
HIV/AIDS,Efavirenz,Asthma
HIV/AIDS,Efavirenz,Ataxia
HIV/AIDS,Efavirenz,Autoimmune disorder
HIV/AIDS,Efavirenz,Back pain
HIV/AIDS,Efavirenz,Basedow's disease
HIV/AIDS,Efavirenz,Blister
HIV/AIDS,Efavirenz,Blood bilirubin increased
HIV/AIDS,Efavirenz,Body temperature increased
HIV/AIDS,Efavirenz,Bone pain
HIV/AIDS,Efavirenz,Breast disorder
HIV/AIDS,Efavirenz,Breast enlargement
HIV/AIDS,Efavirenz,Buffalo hump
HIV/AIDS,Efavirenz,Cachexia
HIV/AIDS,Efavirenz,Calculus of kidney
HIV/AIDS,Efavirenz,Cardiac disorder
HIV/AIDS,Efavirenz,Cardiac failure congestive
HIV/AIDS,Efavirenz,Cerebration impaired
HIV/AIDS,Efavirenz,Chest pain
HIV/AIDS,Efavirenz,Cleft palate
HIV/AIDS,Efavirenz,Common wart
HIV/AIDS,Efavirenz,Completed suicide
HIV/AIDS,Efavirenz,Confusional state
HIV/AIDS,Efavirenz,Connective tissue disorder
HIV/AIDS,Efavirenz,Constipation
HIV/AIDS,Efavirenz,Convulsion
HIV/AIDS,Efavirenz,Coordination abnormal
HIV/AIDS,Efavirenz,Cough
HIV/AIDS,Efavirenz,Cough increased
HIV/AIDS,Efavirenz,Creatinine increased
HIV/AIDS,Efavirenz,Delirium
HIV/AIDS,Efavirenz,Delusion
HIV/AIDS,Efavirenz,Depersonalisation
HIV/AIDS,Efavirenz,Depression
HIV/AIDS,Efavirenz,Depression aggravated
HIV/AIDS,Efavirenz,Dermatitis
HIV/AIDS,Efavirenz,Dermatitis exfoliative
HIV/AIDS,Efavirenz,Diarrhoea
HIV/AIDS,Efavirenz,Diplopia
HIV/AIDS,Efavirenz,Discomfort
HIV/AIDS,Efavirenz,Disturbance in attention
HIV/AIDS,Efavirenz,Dizziness
HIV/AIDS,Efavirenz,Drowsiness
HIV/AIDS,Efavirenz,Dry mouth
HIV/AIDS,Efavirenz,Dysgeusia
HIV/AIDS,Efavirenz,Dyspepsia
HIV/AIDS,Efavirenz,Dyspnoea
HIV/AIDS,Efavirenz,Ear and labyrinth disorders
HIV/AIDS,Efavirenz,Eczema
HIV/AIDS,Efavirenz,Endocrine disorder
HIV/AIDS,Efavirenz,Enlargement abdomen
HIV/AIDS,Efavirenz,Enzyme induction
HIV/AIDS,Efavirenz,Eruption
HIV/AIDS,Efavirenz,Erythema
HIV/AIDS,Efavirenz,Erythema multiforme
HIV/AIDS,Efavirenz,Erythema nodosum
HIV/AIDS,Efavirenz,Euphoric mood
HIV/AIDS,Efavirenz,Eye disorder
HIV/AIDS,Efavirenz,Fanconi syndrome
HIV/AIDS,Efavirenz,Fasting
HIV/AIDS,Efavirenz,Fat redistribution
HIV/AIDS,Efavirenz,Fatigue
HIV/AIDS,Efavirenz,Flank pain
HIV/AIDS,Efavirenz,Flatulence
HIV/AIDS,Efavirenz,Flushing
HIV/AIDS,Efavirenz,Folliculitis
HIV/AIDS,Efavirenz,Fracture
HIV/AIDS,Efavirenz,Gastrointestinal disorder
HIV/AIDS,Efavirenz,Glaucoma
HIV/AIDS,Efavirenz,Glycosuria
HIV/AIDS,Efavirenz,Gynaecomastia
HIV/AIDS,Efavirenz,Haematuria
HIV/AIDS,Efavirenz,Hallucination
HIV/AIDS,Efavirenz,Headache
HIV/AIDS,Efavirenz,Hepatic enzyme increased
HIV/AIDS,Efavirenz,Hepatic failure
HIV/AIDS,Efavirenz,Hepatic steatosis
HIV/AIDS,Efavirenz,Hepatitis
HIV/AIDS,Efavirenz,Hepatitis C antibody positive
HIV/AIDS,Efavirenz,Hepatitis acute
HIV/AIDS,Efavirenz,Hepatobiliary disease
HIV/AIDS,Efavirenz,Hepatomegaly
HIV/AIDS,Efavirenz,Hepatotoxicity
HIV/AIDS,Efavirenz,High cholesterol
HIV/AIDS,Efavirenz,Hot flush
HIV/AIDS,Efavirenz,Hypercholesterolaemia
HIV/AIDS,Efavirenz,Hyperglycaemia
HIV/AIDS,Efavirenz,Hyperlactacidaemia
HIV/AIDS,Efavirenz,Hypersensitivity
HIV/AIDS,Efavirenz,Hypertension
HIV/AIDS,Efavirenz,Hypertriglyceridaemia
HIV/AIDS,Efavirenz,Hypertrophy of breast
HIV/AIDS,Efavirenz,Hypoaesthesia
HIV/AIDS,Efavirenz,Hypokalaemia
HIV/AIDS,Efavirenz,Hypophosphataemia
HIV/AIDS,Efavirenz,Immune system disorder
HIV/AIDS,Efavirenz,Infestation NOS
HIV/AIDS,Efavirenz,Inflammation
HIV/AIDS,Efavirenz,Influenza-like symptoms
HIV/AIDS,Efavirenz,Insomnia
HIV/AIDS,Efavirenz,Insulin resistance
HIV/AIDS,Efavirenz,Iritis
HIV/AIDS,Efavirenz,Jaundice
HIV/AIDS,Efavirenz,Lactic acidosis
HIV/AIDS,Efavirenz,Lightheadedness
HIV/AIDS,Efavirenz,Lipidosis
HIV/AIDS,Efavirenz,Lipodystrophy
HIV/AIDS,Efavirenz,Lipoma
HIV/AIDS,Efavirenz,Loose stools
HIV/AIDS,Efavirenz,Malabsorption
HIV/AIDS,Efavirenz,Malaise
HIV/AIDS,Efavirenz,Malnutrition
HIV/AIDS,Efavirenz,Mania
HIV/AIDS,Efavirenz,Manic psychosis
HIV/AIDS,Efavirenz,Mediastinal disorder
HIV/AIDS,Efavirenz,Migraine
HIV/AIDS,Efavirenz,Mood swings
HIV/AIDS,Efavirenz,Muscle contractions involuntary
HIV/AIDS,Efavirenz,Muscular weakness
HIV/AIDS,Efavirenz,Myalgia
HIV/AIDS,Efavirenz,Myopathy
HIV/AIDS,Efavirenz,Nail disorder
HIV/AIDS,Efavirenz,Nasopharyngitis
HIV/AIDS,Efavirenz,Nausea
HIV/AIDS,Efavirenz,Necrolysis epidermal
HIV/AIDS,Efavirenz,Necrosis
HIV/AIDS,Efavirenz,Neoplasm malignant
HIV/AIDS,Efavirenz,Nephritis interstitial
HIV/AIDS,Efavirenz,Nephrogenic diabetes insipidus
HIV/AIDS,Efavirenz,Nephrosis lower nephron
HIV/AIDS,Efavirenz,Nervous system disorder
HIV/AIDS,Efavirenz,Nervousness
HIV/AIDS,Efavirenz,Neuralgia
HIV/AIDS,Efavirenz,Neuritis
HIV/AIDS,Efavirenz,Neurological symptom
HIV/AIDS,Efavirenz,Neuropathy
HIV/AIDS,Efavirenz,Neuropathy peripheral
HIV/AIDS,Efavirenz,Neurosis
HIV/AIDS,Efavirenz,Obesity
HIV/AIDS,Efavirenz,Oedema peripheral
HIV/AIDS,Efavirenz,Opportunistic infection
HIV/AIDS,Efavirenz,Osteomalacia
HIV/AIDS,Efavirenz,Osteonecrosis
HIV/AIDS,Efavirenz,Pain
HIV/AIDS,Efavirenz,Palpitations
HIV/AIDS,Efavirenz,Pancreatitis
HIV/AIDS,Efavirenz,Pancytopenia
HIV/AIDS,Efavirenz,Paraesthesia
HIV/AIDS,Efavirenz,Paranoia
HIV/AIDS,Efavirenz,Paranoid reaction
HIV/AIDS,Efavirenz,Paresis
HIV/AIDS,Efavirenz,Parosmia
HIV/AIDS,Efavirenz,Photocontact dermatitis
HIV/AIDS,Efavirenz,Photosensitivity reaction
HIV/AIDS,Efavirenz,Pneumonia
HIV/AIDS,Efavirenz,Polyarthritis
HIV/AIDS,Efavirenz,Polyuria
HIV/AIDS,Efavirenz,Pregnancy
HIV/AIDS,Efavirenz,Proteinuria
HIV/AIDS,Efavirenz,Pruritus
HIV/AIDS,Efavirenz,Psychiatric symptom
HIV/AIDS,Efavirenz,Psychotic disorder
HIV/AIDS,Efavirenz,Rash
HIV/AIDS,Efavirenz,Rash generalised
HIV/AIDS,Efavirenz,Rash maculo-papular
HIV/AIDS,Efavirenz,Rash pustular
HIV/AIDS,Efavirenz,Rash recurrent
HIV/AIDS,Efavirenz,Renal failure
HIV/AIDS,Efavirenz,Renal failure acute
HIV/AIDS,Efavirenz,Renal impairment
HIV/AIDS,Efavirenz,Rhabdomyolysis
HIV/AIDS,Efavirenz,Rhinitis
HIV/AIDS,Efavirenz,Serum amylase increased
HIV/AIDS,Efavirenz,Sinusitis
HIV/AIDS,Efavirenz,Skin discolouration
HIV/AIDS,Efavirenz,Skin disorder
HIV/AIDS,Efavirenz,Skin exfoliation
HIV/AIDS,Efavirenz,Skin hyperpigmentation
HIV/AIDS,Efavirenz,Somnolence
HIV/AIDS,Efavirenz,Speech disorder
HIV/AIDS,Efavirenz,Stevens-Johnson syndrome
HIV/AIDS,Efavirenz,Stupor
HIV/AIDS,Efavirenz,Suicidal ideation
HIV/AIDS,Efavirenz,Suicide
HIV/AIDS,Efavirenz,Suicide attempt
HIV/AIDS,Efavirenz,Sweating
HIV/AIDS,Efavirenz,Sweating increased
HIV/AIDS,Efavirenz,Syncope
HIV/AIDS,Efavirenz,Tachycardia
HIV/AIDS,Efavirenz,Teratogenicity
HIV/AIDS,Efavirenz,Thinking abnormal
HIV/AIDS,Efavirenz,Thrombocytopenia
HIV/AIDS,Efavirenz,Thrombophlebitis
HIV/AIDS,Efavirenz,Tinnitus
HIV/AIDS,Efavirenz,Toxic epidermal necrolysis
HIV/AIDS,Efavirenz,Tremor
HIV/AIDS,Efavirenz,Ulcer
HIV/AIDS,Efavirenz,Unspecified disorder of skin and subcutaneous tissue
HIV/AIDS,Efavirenz,Upper respiratory tract infection
HIV/AIDS,Efavirenz,Urinary tract disorder
HIV/AIDS,Efavirenz,Urticaria
HIV/AIDS,Efavirenz,Vertigo
HIV/AIDS,Efavirenz,Vesiculobullous rash
HIV/AIDS,Efavirenz,Vision blurred
HIV/AIDS,Efavirenz,Vomiting
HIV/AIDS,Nevirapine,Abdominal pain
HIV/AIDS,Nevirapine,Ache
HIV/AIDS,Nevirapine,Agranulocytosis
HIV/AIDS,Nevirapine,Alanine aminotransferase increased
HIV/AIDS,Nevirapine,Anaemia
HIV/AIDS,Nevirapine,Anaphylactic shock
HIV/AIDS,Nevirapine,Angioedema
HIV/AIDS,Nevirapine,Anorexia
HIV/AIDS,Nevirapine,Arthralgia
HIV/AIDS,Nevirapine,Aspartate aminotransferase increased
HIV/AIDS,Nevirapine,Autoimmune disorder
HIV/AIDS,Nevirapine,Basedow's disease
HIV/AIDS,Nevirapine,Blister
HIV/AIDS,Nevirapine,Blood and lymphatic system disorders
HIV/AIDS,Nevirapine,Blood phosphorus decreased
HIV/AIDS,Nevirapine,Blood pressure increased
HIV/AIDS,Nevirapine,Body temperature increased
HIV/AIDS,Nevirapine,Bone disorder
HIV/AIDS,Nevirapine,Buffalo hump
HIV/AIDS,Nevirapine,Bullous eruption
HIV/AIDS,Nevirapine,Chronic hepatitis B
HIV/AIDS,Nevirapine,Congenital anomaly
HIV/AIDS,Nevirapine,Conjunctivitis
HIV/AIDS,Nevirapine,Connective tissue disorder
HIV/AIDS,Nevirapine,Dermatitis exfoliative
HIV/AIDS,Nevirapine,Diarrhoea
HIV/AIDS,Nevirapine,Drug eruption
HIV/AIDS,Nevirapine,Drug interaction
HIV/AIDS,Nevirapine,Eosinophilia
HIV/AIDS,Nevirapine,Erythema
HIV/AIDS,Nevirapine,Erythema multiforme
HIV/AIDS,Nevirapine,Erythema nodosum
HIV/AIDS,Nevirapine,Face oedema
HIV/AIDS,Nevirapine,Fat redistribution
HIV/AIDS,Nevirapine,Fatigue
HIV/AIDS,Nevirapine,Gamma-glutamyltransferase increased
HIV/AIDS,Nevirapine,Gastrointestinal disorder
HIV/AIDS,Nevirapine,Headache
HIV/AIDS,Nevirapine,Hepatic enzyme increased
HIV/AIDS,Nevirapine,Hepatic failure
HIV/AIDS,Nevirapine,Hepatic necrosis
HIV/AIDS,Nevirapine,Hepatitis
HIV/AIDS,Nevirapine,Hepatitis acute
HIV/AIDS,Nevirapine,Hepatitis cholestatic
HIV/AIDS,Nevirapine,Hepatitis fulminant
HIV/AIDS,Nevirapine,Hepatitis toxic
HIV/AIDS,Nevirapine,Hepatobiliary disease
HIV/AIDS,Nevirapine,Hepatotoxicity
HIV/AIDS,Nevirapine,Hypercholesterolaemia
HIV/AIDS,Nevirapine,Hyperglycaemia
HIV/AIDS,Nevirapine,Hyperlactacidaemia
HIV/AIDS,Nevirapine,Hypersensitive syndrome
HIV/AIDS,Nevirapine,Hypersensitivity
HIV/AIDS,Nevirapine,Hypertransaminasaemia
HIV/AIDS,Nevirapine,Hypertriglyceridaemia
HIV/AIDS,Nevirapine,Hypertrophy of breast
HIV/AIDS,Nevirapine,Immune system disorder
HIV/AIDS,Nevirapine,Inflammation
HIV/AIDS,Nevirapine,Insulin resistance
HIV/AIDS,Nevirapine,Jaundice
HIV/AIDS,Nevirapine,Lipodystrophy
HIV/AIDS,Nevirapine,Liver disorder
HIV/AIDS,Nevirapine,Liver function test abnormal
HIV/AIDS,Nevirapine,Liver injury
HIV/AIDS,Nevirapine,Lymphadenopathy
HIV/AIDS,Nevirapine,Malaise
HIV/AIDS,Nevirapine,Myalgia
HIV/AIDS,Nevirapine,Nausea
HIV/AIDS,Nevirapine,Necrosis
HIV/AIDS,Nevirapine,Nervous system disorder
HIV/AIDS,Nevirapine,Neuropathy peripheral
HIV/AIDS,Nevirapine,Neutropenia
HIV/AIDS,Nevirapine,Oedema
HIV/AIDS,Nevirapine,Opportunistic infection
HIV/AIDS,Nevirapine,Oral lesion
HIV/AIDS,Nevirapine,Pancreatitis
HIV/AIDS,Nevirapine,Paraesthesia
HIV/AIDS,Nevirapine,Paraesthesia skin
HIV/AIDS,Nevirapine,Pruritus
HIV/AIDS,Nevirapine,Rash
HIV/AIDS,Nevirapine,Rash erythematous
HIV/AIDS,Nevirapine,Rash maculo-papular
HIV/AIDS,Nevirapine,Rash papular
HIV/AIDS,Nevirapine,Renal failure
HIV/AIDS,Nevirapine,Rhabdomyolysis
HIV/AIDS,Nevirapine,Skin exfoliation
HIV/AIDS,Nevirapine,Somnolence
HIV/AIDS,Nevirapine,Stevens-Johnson syndrome
HIV/AIDS,Nevirapine,Surgical intervention
HIV/AIDS,Nevirapine,Thrombocytopenia
HIV/AIDS,Nevirapine,Toxic epidermal necrolysis
HIV/AIDS,Nevirapine,Transaminases increased
HIV/AIDS,Nevirapine,Ulcer
HIV/AIDS,Nevirapine,Ulcerative stomatitis
HIV/AIDS,Nevirapine,Unspecified disorder of skin and subcutaneous tissue
HIV/AIDS,Nevirapine,Urticaria
HIV/AIDS,Nevirapine,Vertical infection transmission
HIV/AIDS,Nevirapine,Vomiting
HIV/AIDS,Etravirine,Abdominal distension
HIV/AIDS,Etravirine,Abdominal pain
HIV/AIDS,Etravirine,Abnormal dreams
HIV/AIDS,Etravirine,Ache
HIV/AIDS,Etravirine,Amnesia
HIV/AIDS,Etravirine,Anaemia
HIV/AIDS,Etravirine,Angina pectoris
HIV/AIDS,Etravirine,Angioedema
HIV/AIDS,Etravirine,Angiopathy
HIV/AIDS,Etravirine,Anorexia
HIV/AIDS,Etravirine,Anxiety
HIV/AIDS,Etravirine,Atrial fibrillation
HIV/AIDS,Etravirine,Autoimmune disorder
HIV/AIDS,Etravirine,Basedow's disease
HIV/AIDS,Etravirine,Blister
HIV/AIDS,Etravirine,Blood and lymphatic system disorders
HIV/AIDS,Etravirine,Blood disorder
HIV/AIDS,Etravirine,Body temperature increased
HIV/AIDS,Etravirine,Breast disorder
HIV/AIDS,Etravirine,Bronchospasm
HIV/AIDS,Etravirine,Buffalo hump
HIV/AIDS,Etravirine,Cardiac disorder
HIV/AIDS,Etravirine,Chronic hepatitis B
HIV/AIDS,Etravirine,Confusional state
HIV/AIDS,Etravirine,Conjunctivitis
HIV/AIDS,Etravirine,Connective tissue disorder
HIV/AIDS,Etravirine,Constipation
HIV/AIDS,Etravirine,Convulsion
HIV/AIDS,Etravirine,Cytolytic hepatitis
HIV/AIDS,Etravirine,Diabetes mellitus
HIV/AIDS,Etravirine,Diarrhoea
HIV/AIDS,Etravirine,Discomfort
HIV/AIDS,Etravirine,Disorientation
HIV/AIDS,Etravirine,Disturbance in attention
HIV/AIDS,Etravirine,Drug hypersensitivity
HIV/AIDS,Etravirine,Dry mouth
HIV/AIDS,Etravirine,Dry skin
HIV/AIDS,Etravirine,Dyslipidaemia
